RMSFE_model_AR_h1,RMSFE_model_AR_h2,RMSFE_model_ADL_bridge_m1,RMSFE_model_ADL_bridge_m2,RMSFE_model_ADL_bridge_m3,RMSFE_model_ADL_bridge_m4,RMSFE_model_ADL_bridge_m5,RMSFE_model_ADL_bridge_m6,RMSFE_model_RF_h1,RMSFE_model_RF_h2,RMSFE_model_RF_bridge_m1,RMSFE_model_RF_bridge_m2,RMSFE_model_RF_bridge_m3,RMSFE_model_RF_bridge_m4,RMSFE_model_RF_bridge_m5,RMSFE_model_RF_bridge_m6,RMSFE_combined_bridge_forecast_m1,RMSFE_combined_bridge_forecast_m2,RMSFE_combined_bridge_forecast_m3,RMSFE_combined_bridge_forecast_m4,RMSFE_combined_bridge_forecast_m5,RMSFE_combined_bridge_forecast_m6
7.507369644620777,7.504766516473727,8.12814555457536,22.847932061101627,4.446716449677435,7.416067843426492,123.02786916042436,7.770143829176923,7.811361865084622,7.626226603930689,6.631390234510048,6.753070385231368,5.3804468760733934,7.085361549760261,7.618092056356222,7.017115094257334,7.2246461165486355,10.009304516673941,4.716805087039041,7.176339283711476,64.3019440162083,7.343202445621892
