MAE_model_AR_h1,MAE_model_AR_h2,MAE_model_ADL_bridge_m1,MAE_model_ADL_bridge_m2,MAE_model_ADL_bridge_m3,MAE_model_ADL_bridge_m4,MAE_model_ADL_bridge_m5,MAE_model_ADL_bridge_m6,MAE_model_RF_h1,MAE_model_RF_h2,MAE_model_RF_bridge_m1,MAE_model_RF_bridge_m2,MAE_model_RF_bridge_m3,MAE_model_RF_bridge_m4,MAE_model_RF_bridge_m5,MAE_model_RF_bridge_m6,MAE_combined_bridge_forecast_m1,MAE_combined_bridge_forecast_m2,MAE_combined_bridge_forecast_m3,MAE_combined_bridge_forecast_m4,MAE_combined_bridge_forecast_m5,MAE_combined_bridge_forecast_m6
3.385061012193637,3.3317097401402997,3.455012200455859,5.400405462913772,2.1787710954224666,3.005179538317604,19.823792334942677,3.265282428035578,3.5605165709018745,3.9681715917640408,2.874839361131817,2.9396409026234953,2.189785195446343,2.9280401203856825,2.9287857912223836,2.744664991880681,3.0314017758062395,3.381693976155268,2.097361705829094,2.852429086841287,11.296114567283018,2.938571137432343
