RMSFE_model_AR_h1,RMSFE_model_AR_h2,RMSFE_model_ADL_bridge_m1,RMSFE_model_ADL_bridge_m2,RMSFE_model_ADL_bridge_m3,RMSFE_model_ADL_bridge_m4,RMSFE_model_ADL_bridge_m5,RMSFE_model_ADL_bridge_m6,RMSFE_model_RF_h1,RMSFE_model_RF_h2,RMSFE_model_RF_bridge_m1,RMSFE_model_RF_bridge_m2,RMSFE_model_RF_bridge_m3,RMSFE_model_RF_bridge_m4,RMSFE_model_RF_bridge_m5,RMSFE_model_RF_bridge_m6,RMSFE_combined_bridge_forecast_m1,RMSFE_combined_bridge_forecast_m2,RMSFE_combined_bridge_forecast_m3,RMSFE_combined_bridge_forecast_m4,RMSFE_combined_bridge_forecast_m5,RMSFE_combined_bridge_forecast_m6
2.7930401840970647,3.281924535925767,2.064896086967825,1.731642864138895,1.5633889708076152,1.7418648332054432,1.752327536907564,2.06041432061628,3.4115859133307027,3.663088380002283,1.9758439874903824,2.01801765931653,1.4637927648494957,1.7519909362562684,1.7916451612380473,1.711312765831619,1.8601300509390584,1.7196436633827576,1.4206030439042328,1.6660008694192234,1.700888697773689,1.7948328371004374
