MAE_model_AR_h1,MAE_model_AR_h2,MAE_model_ADL_bridge_m1,MAE_model_ADL_bridge_m2,MAE_model_ADL_bridge_m3,MAE_model_ADL_bridge_m4,MAE_model_ADL_bridge_m5,MAE_model_ADL_bridge_m6,MAE_model_RF_h1,MAE_model_RF_h2,MAE_model_RF_bridge_m1,MAE_model_RF_bridge_m2,MAE_model_RF_bridge_m3,MAE_model_RF_bridge_m4,MAE_model_RF_bridge_m5,MAE_model_RF_bridge_m6,MAE_combined_bridge_forecast_m1,MAE_combined_bridge_forecast_m2,MAE_combined_bridge_forecast_m3,MAE_combined_bridge_forecast_m4,MAE_combined_bridge_forecast_m5,MAE_combined_bridge_forecast_m6
1.7369778499618365,1.7964232362857935,1.5158447854195436,1.2252961591796105,1.2821202682650912,1.2960126576422992,1.2794586707229938,1.5961669239906646,2.1649943003848575,2.547861723272575,1.4978762490819286,1.5581573494014203,1.0808905012421552,1.255473917116193,1.3115433308477729,1.165621731387917,1.3581633298781834,1.303899267184066,1.0868630394056176,1.1832760893359449,1.2235854954073415,1.30845515766116
